City,Country_code,Lat,Lng,Temperature (F),Humidity (%),Cloudiness (%),Wind Speed (mph),Preassure,Sea Level (ft)
auki,sb,-6.082046530651695,-6.082046530651695,80.06,83.0,100.0,5.75,1009.0,1009.0
evensk,ru,63.63310210685253,63.63310210685253,29.39,75.0,0.0,3.94,1020.0,1020.0
hualmay,pe,-20.179914570142344,-20.179914570142344,65.41,91.0,100.0,6.85,1014.0,1014.0
merke,kz,42.978383018809296,42.978383018809296,81.0,23.0,0.0,5.3,1016.0,1016.0
honningsvag,no,82.07466623841353,82.07466623841353,28.4,69.0,75.0,11.5,1012.0,
ratnagiri,in,16.444222577320886,16.444222577320886,91.04,50.0,0.0,10.36,1011.0,1011.0
kerema,pg,-8.054282055001494,-8.054282055001494,83.01,76.0,88.0,6.31,1009.0,1009.0
adrar,dz,30.356510126393573,30.356510126393573,76.19,27.0,73.0,12.8,1009.0,1009.0
campo maior,pt,38.952664940117785,38.952664940117785,72.05,93.0,78.0,2.98,1009.0,1009.0
guanica,us,15.935486917679299,15.935486917679299,70.43,93.0,17.0,4.41,1013.0,
kupang,id,-13.583341542965542,-13.583341542965542,83.05,58.0,48.0,3.56,1010.0,1010.0
eirunepe,br,-5.751824542028444,-5.751824542028444,70.2,97.0,70.0,2.08,1012.0,1012.0
comodoro rivadavia,ar,-48.36791536384584,-48.36791536384584,57.2,54.0,0.0,8.05,1010.0,
whitecourt,ca,54.49318450736442,54.49318450736442,27.18,74.0,100.0,5.5,1020.0,1020.0
zarya,ru,59.98999543552952,59.98999543552952,41.92,65.0,0.0,8.95,1011.0,
acahay,py,-25.857246993421512,-25.857246993421512,49.93,80.0,0.0,4.74,1018.0,1018.0
taksimo,ru,55.068706670720815,55.068706670720815,30.13,54.0,100.0,7.92,1016.0,1016.0
sao miguel,br,-4.780627055294929,-4.780627055294929,76.06,94.0,75.0,4.61,1010.0,
chimoio,mz,-18.658685057408206,-18.658685057408206,70.21,94.0,75.0,2.17,1020.0,
trairi,br,1.3230804877418905,1.3230804877418905,76.12,86.0,100.0,7.54,1009.0,1009.0
casa nova,br,-8.574085795746555,-8.574085795746555,77.0,83.0,40.0,8.05,1012.0,
lamu,ke,-4.275487241012527,-4.275487241012527,82.87,76.0,79.0,7.23,1012.0,1012.0
nagato,jp,34.46843404148888,34.46843404148888,62.37,88.0,75.0,11.5,1016.0,
margate,za,-40.64446498976487,-40.64446498976487,45.25,68.0,52.0,1.99,988.0,
licheng,cn,23.649221525584323,23.649221525584323,72.59,94.0,90.0,8.95,1015.0,
pringsewu,id,-5.7837152392501,-5.7837152392501,88.25,58.0,64.0,3.78,1010.0,1010.0
manavalakurichi,in,5.729758757878315,5.729758757878315,91.4,58.0,20.0,6.91,1011.0,
prachuap khiri khan,th,11.91119075112627,11.91119075112627,87.64,79.0,20.0,8.05,1011.0,
chapais,ca,51.972190289635535,51.972190289635535,41.0,70.0,90.0,5.75,1013.0,
balabac,ph,8.953951001684757,8.953951001684757,85.21,69.0,75.0,13.87,1011.0,1011.0
channel-port aux basques,ca,48.10876723441291,48.10876723441291,36.81,98.0,100.0,7.76,1005.0,1005.0
dianalund,dk,55.57205955456632,55.57205955456632,43.74,73.0,100.0,5.01,1010.0,
lovozero,ru,67.72664032291902,67.72664032291902,27.63,81.0,87.0,7.36,1008.0,1008.0
bethalto,us,38.958364099652925,38.958364099652925,69.62,83.0,1.0,10.36,1012.0,
rio gallegos,ar,-50.078733570876935,-50.078733570876935,39.2,87.0,0.0,11.5,998.0,
porto torres,it,41.071930371353176,41.071930371353176,56.21,88.0,75.0,12.66,1007.0,
goedereede,nl,51.860995475539596,51.860995475539596,46.26,61.0,6.0,14.0,1005.0,
tera,ne,14.262485119823623,14.262485119823623,86.25,39.0,85.0,12.03,1006.0,1006.0
swellendam,za,-34.07585682137758,-34.07585682137758,51.8,87.0,40.0,2.3,1015.0,
sistranda,no,64.42817825155817,64.42817825155817,37.4,87.0,75.0,6.91,1016.0,
liku,wf,-13.017749320870038,-13.017749320870038,83.46,79.0,62.0,3.4,1011.0,1011.0
watsa,cd,3.6399350135278468,3.6399350135278468,64.49,98.0,96.0,5.03,1013.0,1013.0
whitehorse,ca,61.496576338297615,61.496576338297615,24.85,50.0,20.0,5.75,1012.0,
tiarei,pf,-14.999699311385058,-14.999699311385058,78.39,78.0,20.0,3.44,1014.0,
buluang,ph,13.107375408679104,13.107375408679104,86.18,56.0,63.0,3.0,1011.0,1011.0
green river,us,42.2094800755541,42.2094800755541,37.42,87.0,90.0,3.44,1019.0,
beeville,us,28.505198853935426,28.505198853935426,76.14,100.0,75.0,12.66,1009.0,
gbarnga,lr,6.645488209417195,6.645488209417195,70.25,92.0,100.0,1.9,1009.0,1009.0
yatou,cn,35.076895684805365,35.076895684805365,63.25,41.0,97.0,4.94,1015.0,1015.0
jingdezhen,cn,29.741006167093758,29.741006167093758,74.34,61.0,98.0,5.32,1016.0,1016.0
kaisiadorys,lt,54.848503339158555,54.848503339158555,38.16,75.0,75.0,1.14,1017.0,
saint-michel-des-saints,ca,47.618157916592764,47.618157916592764,39.81,60.0,100.0,1.77,1013.0,1013.0
aljezur,pt,35.98961186112247,35.98961186112247,57.25,87.0,30.0,7.09,1008.0,1008.0
chara,ru,55.76719143896378,55.76719143896378,24.93,65.0,100.0,12.91,1017.0,1017.0
konstantinovka,ru,49.05166571441404,49.05166571441404,59.0,22.0,100.0,15.23,997.0,997.0
yambio,sd,4.917823963603567,4.917823963603567,72.79,88.0,67.0,7.25,1011.0,1011.0
bharatpur,np,27.624413018541517,27.624413018541517,107.8,5.0,0.0,5.82,1008.0,1008.0
sabya,sa,17.0986117155729,17.0986117155729,93.2,59.0,20.0,9.22,1010.0,
luchegorsk,ru,46.25090560785998,46.25090560785998,49.53,76.0,100.0,5.86,1003.0,1003.0
auburn,us,32.51000289519315,32.51000289519315,53.15,66.0,75.0,4.61,1024.0,
dakoro,ne,14.788618042367744,14.788618042367744,80.55,12.0,14.0,9.26,1008.0,1008.0
baruun-urt,mn,48.24293248174652,48.24293248174652,44.55,23.0,81.0,18.14,1005.0,1005.0
kenora,ca,51.62431839498092,51.62431839498092,46.2,53.0,20.0,3.44,1015.0,
ayolas,py,-28.160645870028446,-28.160645870028446,51.44,83.0,0.0,5.3,1019.0,1019.0
touros,br,0.2290024180489354,0.2290024180489354,75.2,94.0,75.0,4.61,1010.0,
languyan,ph,5.457327140829221,5.457327140829221,85.06,69.0,55.0,4.54,1010.0,1010.0
palmas de monte alto,br,-14.49922588651853,-14.49922588651853,74.26,47.0,82.0,5.48,1011.0,1011.0
caraballeda,ve,11.962955912529182,11.962955912529182,74.37,83.0,75.0,7.56,1011.0,
vyartsilya,ru,62.3219155654333,62.3219155654333,35.55,68.0,100.0,3.24,1010.0,1010.0
lukow,pl,51.76017764171726,51.76017764171726,43.05,64.0,1.0,7.36,1008.0,
phulabani,in,20.442511713608198,20.442511713608198,103.17,6.0,2.0,8.21,1010.0,1010.0
vila velha,br,-26.56649438572562,-26.56649438572562,75.29,83.0,75.0,14.97,1014.0,
tigre,pa,12.085353261508587,12.085353261508587,54.48,94.0,0.0,3.44,1019.0,
ushtobe,kz,45.89721736907177,45.89721736907177,82.53,15.0,4.0,4.09,1014.0,1014.0
kushiro,jp,41.11271003731065,41.11271003731065,50.0,57.0,75.0,14.97,1015.0,
butterworth,za,-32.236612211617015,-32.236612211617015,85.96,70.0,20.0,6.91,1010.0,
tarko-sale,ru,65.13678500607946,65.13678500607946,33.1,100.0,100.0,6.96,998.0,998.0
pampa,us,35.100087583392806,35.100087583392806,62.6,88.0,90.0,11.5,1011.0,
byron bay,au,-26.656171990383463,-26.656171990383463,63.12,94.0,90.0,5.75,1022.0,
semey,kz,50.50968027379392,50.50968027379392,82.04,15.0,93.0,19.39,1012.0,1012.0
ndele,cf,9.448652999235108,9.448652999235108,80.71,57.0,95.0,6.71,1008.0,1008.0
parabel,ru,59.3542776074336,59.3542776074336,47.12,89.0,100.0,8.68,1005.0,1005.0
tynda,ru,55.145939297916215,55.145939297916215,32.97,80.0,100.0,8.16,1007.0,1007.0
vung tau,vn,8.307612085694487,8.307612085694487,85.48,68.0,88.0,14.74,1011.0,1011.0
rapid city,us,43.424167002019885,43.424167002019885,40.78,87.0,1.0,5.32,1016.0,
yuxia,cn,33.26471576453076,33.26471576453076,75.2,27.0,20.0,13.42,1020.0,
waverly,us,42.57193629734442,42.57193629734442,61.95,68.0,1.0,3.44,1008.0,
poya,nc,-27.309640460337434,-27.309640460337434,73.51,61.0,0.0,10.4,1014.0,1014.0
parkent,uz,41.42348020127332,41.42348020127332,89.6,17.0,0.0,9.22,1015.0,
high rock,bs,27.76458622733719,27.76458622733719,66.2,82.0,76.0,6.91,1019.0,
grand-lahou,ci,4.717338196574417,4.717338196574417,80.15,86.0,100.0,4.61,1009.0,1009.0
jardim,br,-0.9650177590541205,-0.9650177590541205,55.98,63.0,0.0,3.09,1015.0,1015.0
yichang,cn,31.229109344484684,31.229109344484684,71.11,55.0,100.0,5.79,1020.0,1020.0
sigli,id,6.065753584863458,6.065753584863458,85.96,66.0,96.0,4.97,1012.0,1012.0
at-bashi,kg,41.400099519629265,41.400099519629265,61.5,27.0,3.0,3.58,1022.0,1022.0
agadez,ne,16.642289209121984,16.642289209121984,82.29,12.0,0.0,1.14,1010.0,1010.0
otradnoye,ru,45.678346648490106,45.678346648490106,34.97,80.0,75.0,2.24,1011.0,
warri,ng,4.759403396852619,4.759403396852619,77.79,92.0,100.0,3.31,1008.0,1008.0
tangshan,cn,37.41493757296537,37.41493757296537,71.92,10.0,36.0,13.24,1011.0,1011.0
chunskiy,ru,56.53007943780679,56.53007943780679,46.63,57.0,18.0,4.97,1017.0,1017.0
harrison,us,36.55753956768443,36.55753956768443,71.08,94.0,20.0,12.66,1017.0,
katangli,ru,51.66094752644898,51.66094752644898,34.02,76.0,100.0,15.28,1014.0,1014.0
general delgado,py,-27.365485427667238,-27.365485427667238,55.4,82.0,0.0,5.75,1018.0,
tullamore,ie,53.29256861244954,53.29256861244954,42.01,80.0,99.0,5.99,1013.0,
nazarovo,ru,55.82354268638437,55.82354268638437,46.47,85.0,100.0,13.18,1010.0,1010.0
katobu,id,-5.607051857289278,-5.607051857289278,85.28,66.0,50.0,1.54,1009.0,1009.0
kajaani,fi,64.89885639770833,64.89885639770833,30.2,80.0,0.0,6.91,1009.0,
morro bay,us,34.28493385667733,34.28493385667733,49.98,91.0,6.0,3.96,1018.0,
vanavara,ru,61.269294670905225,61.269294670905225,38.88,54.0,4.0,5.77,1021.0,1021.0
springbok,za,-30.05340396845505,-30.05340396845505,57.07,43.0,22.0,2.64,1013.0,1013.0
roanoke rapids,us,36.535061166793795,36.535061166793795,62.51,94.0,1.0,9.22,1018.0,
guangyuan,cn,32.48080378967387,32.48080378967387,73.0,28.0,98.0,7.29,1020.0,1020.0
cabras,it,39.923318974815714,39.923318974815714,52.0,96.0,24.0,8.01,1014.0,
okha,ru,55.89172301121263,55.89172301121263,32.4,76.0,72.0,14.99,1015.0,1015.0
richards bay,za,-31.469796956000934,-31.469796956000934,73.29,80.0,89.0,7.27,1017.0,1017.0
sembakung,id,3.006831770757344,3.006831770757344,87.8,70.0,40.0,5.75,1010.0,
thayetmyo,mm,19.440957588779085,19.440957588779085,100.72,32.0,8.0,5.59,1009.0,1009.0
trossingen,de,48.04948217748617,48.04948217748617,47.35,65.0,60.0,3.18,996.0,
bardiyah,ly,33.03332226211761,33.03332226211761,73.62,27.0,0.0,10.27,1015.0,1015.0
burnie,au,-41.49801148634194,-41.49801148634194,55.99,74.0,93.0,3.0,1013.0,
nizwa,om,20.88788493871118,20.88788493871118,89.85,23.0,98.0,5.73,1014.0,1014.0
polunochnoye,ru,61.27822855150262,61.27822855150262,45.75,53.0,100.0,4.07,1004.0,1004.0
banepa,np,28.43382304491344,28.43382304491344,84.2,23.0,20.0,3.44,1019.0,
yanaul,ru,56.26489204744257,56.26489204744257,46.35,53.0,39.0,19.91,1009.0,1009.0
aiken,us,33.51451447399316,33.51451447399316,64.47,82.0,1.0,8.05,1021.0,
hailar,cn,48.186465841935444,48.186465841935444,37.35,51.0,100.0,16.71,1002.0,1002.0
puerto leguizamo,co,-1.0433335181509307,-1.0433335181509307,68.67,99.0,100.0,3.18,1013.0,1013.0
leticia,co,-3.9880290107758753,-3.9880290107758753,73.4,100.0,75.0,2.68,1012.0,
birin,dz,34.35008225602613,34.35008225602613,83.28,17.0,0.0,8.97,1012.0,1012.0
placido de castro,br,-10.337364075958817,-10.337364075958817,70.52,86.0,99.0,3.15,1012.0,1012.0
takahagi,jp,36.58418396507214,36.58418396507214,70.81,48.0,40.0,9.22,1017.0,
zhanakorgan,kz,44.383879854661785,44.383879854661785,87.15,11.0,0.0,1.41,1014.0,1014.0
wittlich,de,50.12890140836029,50.12890140836029,43.61,56.0,1.0,4.61,1004.0,
ylojarvi,fi,61.654072024219374,61.654072024219374,37.24,55.0,0.0,5.75,1013.0,
xichang,cn,28.47148886836571,28.47148886836571,60.35,68.0,98.0,6.15,1019.0,1019.0
aketi,cd,3.192321066636083,3.192321066636083,73.22,95.0,100.0,1.23,1010.0,1010.0
castlemaine,au,-37.17060341730974,-37.17060341730974,65.01,39.0,20.0,4.56,1019.0,
woudrichem,nl,51.82312348835231,51.82312348835231,42.35,46.0,1.0,1.99,1007.0,
kimbe,pg,-5.6619879082320494,-5.6619879082320494,85.51,66.0,41.0,6.31,1009.0,1009.0
inuvik,ca,66.87681225390591,66.87681225390591,24.8,36.0,13.0,5.75,1020.0,
cumra,tr,37.963238611104856,37.963238611104856,60.8,48.0,0.0,3.44,1018.0,
wanning,cn,17.742051514962057,17.742051514962057,82.65,72.0,37.0,6.71,1013.0,1013.0
samut songkhram,th,13.447823162857901,13.447823162857901,93.0,73.0,100.0,6.33,1011.0,
klenovyy,ua,48.04865795534889,48.04865795534889,39.38,94.0,100.0,9.95,1019.0,1019.0
orsk,ru,50.88141757396687,50.88141757396687,53.6,54.0,0.0,6.71,1017.0,
bend,us,43.76635852404661,43.76635852404661,42.87,65.0,1.0,4.29,1023.0,
half moon bay,us,35.18079241561898,35.18079241561898,51.42,58.0,1.0,7.29,1020.0,
cherepovets,ru,59.07484902535478,59.07484902535478,35.6,93.0,90.0,6.71,1007.0,
gibsons,ca,49.48149822405617,49.48149822405617,50.0,76.0,97.0,1.14,1024.0,
jizan,sa,16.51654125630678,16.51654125630678,93.2,59.0,20.0,9.22,1010.0,
homer,us,56.918991912430926,56.918991912430926,41.83,70.0,1.0,8.05,1005.0,
gimli,ca,50.890082818003805,50.890082818003805,33.8,51.0,16.0,9.22,1015.0,
amarante do maranhao,br,-4.9577647944945795,-4.9577647944945795,71.44,95.0,93.0,2.8,1009.0,1009.0
itaocara,br,-21.887235677223032,-21.887235677223032,67.03,97.0,11.0,0.38,1014.0,1014.0
cortez,us,37.131983779280546,37.131983779280546,33.1,69.0,1.0,6.93,1016.0,
wanlaweyn,so,2.5209592280964586,2.5209592280964586,86.59,59.0,13.0,6.89,1012.0,1012.0
dormidontovka,ru,47.37928457245383,47.37928457245383,48.34,86.0,100.0,10.92,1001.0,1001.0
vidim,ru,56.00482623292234,56.00482623292234,38.21,52.0,47.0,5.88,1020.0,1020.0
thunder bay,ca,47.553788901052826,47.553788901052826,31.98,100.0,75.0,3.44,1016.0,
mazatan,mx,14.889559975396054,14.889559975396054,80.69,77.0,53.0,3.38,1012.0,1012.0
aripuana,br,-9.362688227769382,-9.362688227769382,70.39,98.0,80.0,2.28,1010.0,1010.0
nova olimpia,br,-14.959295484221215,-14.959295484221215,66.2,80.0,85.0,3.31,1013.0,1013.0
hun,ly,29.787382631937845,29.787382631937845,83.07,12.0,13.0,11.41,1011.0,1011.0
ulaangom,mn,48.3229145346549,48.3229145346549,56.34,31.0,100.0,5.61,1013.0,1013.0
khuzdar,pk,27.27915488236303,27.27915488236303,88.09,10.0,80.0,7.09,1013.0,1013.0
gemena,cd,3.1781564365239063,3.1781564365239063,72.5,94.0,99.0,2.68,1010.0,1010.0
ulkan,ru,57.595481926531306,57.595481926531306,36.1,48.0,77.0,8.81,1020.0,1020.0
wairoa,nz,-39.52260655966378,-39.52260655966378,50.0,87.0,67.0,4.29,1023.0,
teya,ru,61.49886548195772,61.49886548195772,42.26,95.0,92.0,4.14,1013.0,1013.0
mattru,sl,2.7003299144948016,2.7003299144948016,74.53,87.0,100.0,1.28,1009.0,1009.0
steamboat springs,us,41.13513521853247,41.13513521853247,34.88,100.0,90.0,2.42,1017.0,
izhmorskiy,ru,56.513360985735744,56.513360985735744,47.35,91.0,100.0,9.75,1005.0,1005.0
bol,td,7.810923212300153,7.810923212300153,80.51,39.0,83.0,13.22,1007.0,1007.0
vikesa,no,58.74848375873469,58.74848375873469,36.68,81.0,53.0,3.04,1012.0,
nizhnedevitsk,ru,51.60897612728621,51.60897612728621,42.8,61.0,0.0,6.71,1017.0,
lerwick,gb,59.63383010876208,59.63383010876208,41.0,75.0,20.0,8.05,1017.0,
kinsale,ie,49.450444436610155,49.450444436610155,43.39,81.0,75.0,13.8,1011.0,
matara,lk,0.668717223230999,0.668717223230999,87.66,65.0,64.0,8.97,1012.0,1012.0
hammerfest,no,75.28145328803339,75.28145328803339,26.6,68.0,90.0,10.36,1012.0,
tema,gh,4.649133854387472,4.649133854387472,78.8,94.0,0.0,9.22,1008.0,
huarmey,pe,-16.177398688970456,-16.177398688970456,66.16,91.0,97.0,6.33,1014.0,1014.0
oulainen,fi,64.17864650922274,64.17864650922274,32.0,74.0,57.0,5.99,1010.0,
ozernovskiy,ru,52.12815989530819,52.12815989530819,35.46,94.0,100.0,8.57,1004.0,1004.0
abu samrah,qa,24.92466513170669,24.92466513170669,67.98,46.0,1.0,6.87,1016.0,1016.0
las cruces,us,32.632530794096425,32.632530794096425,59.0,29.0,40.0,13.8,1011.0,
bonga,et,6.60770363412297,6.60770363412297,68.83,76.0,80.0,1.7,1015.0,1015.0
killam,ca,52.25710923818886,52.25710923818886,30.2,55.0,100.0,10.36,1018.0,1018.0
corn island,ni,12.337155556847094,12.337155556847094,80.56,73.0,100.0,13.42,1013.0,1013.0
iralaya,hn,15.508273364639962,15.508273364639962,78.13,76.0,85.0,5.35,1013.0,1013.0
sharon,us,42.11625844715394,42.11625844715394,64.13,48.0,75.0,10.36,1013.0,
sontra,de,50.96296955058722,50.96296955058722,40.3,71.0,5.0,2.62,1002.0,
tecpan,mx,16.40874463113643,16.40874463113643,65.25,82.0,75.0,9.22,1026.0,
goundam,ml,17.399974726005667,17.399974726005667,84.54,14.0,61.0,2.39,1005.0,1005.0
alvorada,br,-12.327582764248746,-12.327582764248746,71.53,90.0,57.0,0.72,1009.0,1009.0
rojhan,pk,28.756114444191837,28.756114444191837,105.84,8.0,65.0,12.66,1009.0,1009.0
linkoping,se,58.525226956776635,58.525226956776635,38.21,81.0,0.0,3.44,1014.0,
saint-leu,re,-22.65355854943769,-22.65355854943769,77.79,74.0,0.0,13.8,1017.0,
labrea,br,-7.677218372206212,-7.677218372206212,71.67,99.0,100.0,2.53,1011.0,1011.0
dauphin,ca,51.050864787254966,51.050864787254966,32.0,64.0,90.0,10.36,1018.0,
martinsville,us,39.570898355281315,39.570898355281315,64.9,68.0,1.0,7.94,1019.0,
luau,ao,-10.654452474076692,-10.654452474076692,65.89,87.0,91.0,1.86,1013.0,1013.0
gamba,ga,-2.1140224182667566,-2.1140224182667566,75.94,87.0,100.0,4.09,1009.0,1009.0
ullapool,gb,58.760535631484345,58.760535631484345,37.0,63.0,97.0,1.01,1017.0,
brazzaville,cg,-3.6432027883866454,-3.6432027883866454,76.3,88.0,40.0,1.14,1011.0,
gombong,id,-7.837294716221308,-7.837294716221308,66.0,88.0,38.0,11.3,890.0,
jertih,my,5.798737508204482,5.798737508204482,88.38,74.0,20.0,8.05,1011.0,
pueblo,us,38.45671043003233,38.45671043003233,46.85,61.0,1.0,23.02,1013.0,
sechura,pe,-8.914000311645808,-8.914000311645808,69.85,73.0,96.0,10.71,1013.0,1013.0
mitsamiouli,km,-6.119012822257972,-6.119012822257972,84.2,70.0,20.0,10.36,1013.0,
aykhal,ru,66.2486329820131,66.2486329820131,30.16,86.0,20.0,13.82,1019.0,1019.0
cuamba,mz,-13.223894247874853,-13.223894247874853,72.79,86.0,46.0,0.98,1016.0,1016.0
kamyshin,ru,50.28162786203018,50.28162786203018,43.12,83.0,100.0,4.7,1018.0,1018.0
hanyang,cn,26.864158415366532,26.864158415366532,69.33,32.0,96.0,9.62,1021.0,1021.0
khonsa,in,26.476974437862253,26.476974437862253,89.55,21.0,59.0,5.82,1011.0,1011.0
mackay,au,-20.096730104895457,-20.096730104895457,75.79,73.0,90.0,13.8,1017.0,
miramar,mx,22.04735124521177,22.04735124521177,74.86,68.0,1.0,12.66,1019.0,
sumbawanga,tz,-7.5599899482559465,-7.5599899482559465,64.4,72.0,20.0,11.5,1022.0,
ashqelon,il,31.878060530429195,31.878060530429195,69.03,45.0,0.0,3.51,1016.0,
hassleholm,se,56.29808761136496,56.29808761136496,41.47,56.0,0.0,3.91,1014.0,
cayenne,gf,13.162413762790791,13.162413762790791,72.41,100.0,90.0,5.48,1010.0,
akhisar,tr,38.94670887867173,38.94670887867173,57.2,77.0,75.0,9.22,1013.0,
guozhen,cn,34.26767558927462,34.26767558927462,74.3,21.0,18.0,6.33,1020.0,1020.0
kharan,pk,27.88880600048448,27.88880600048448,93.33,13.0,90.0,0.98,1011.0,1011.0
bulawayo,zw,-20.108307400572315,-20.108307400572315,68.61,39.0,53.0,7.94,1017.0,1017.0
tutoia,br,-2.677383742738641,-2.677383742738641,77.41,88.0,47.0,6.44,1008.0,1008.0
waitati,nz,-47.169743709160855,-47.169743709160855,57.0,72.0,100.0,14.0,1013.0,
alcudia,es,40.44020568251611,40.44020568251611,60.93,88.0,40.0,3.44,1006.0,
tautira,pf,-18.224840485321806,-18.224840485321806,78.39,78.0,20.0,3.44,1014.0,
puerto escondido,mx,8.612609854269792,8.612609854269792,81.25,77.0,3.0,6.73,1012.0,1012.0
porbandar,in,17.769288942447048,17.769288942447048,89.6,58.0,0.0,11.5,1012.0,
carndonagh,ie,56.99144066256656,56.99144066256656,44.6,76.0,20.0,9.22,1016.0,
san pedro,ar,-33.54880624313787,-33.54880624313787,90.03,52.0,20.0,9.22,1011.0,
eureka,us,41.454939994355556,41.454939994355556,46.4,84.0,23.0,3.53,1023.0,
sipoo,fi,59.96122938657794,59.96122938657794,38.7,65.0,20.0,5.75,1012.0,
maturin,ve,9.42312887982743,9.42312887982743,72.82,89.0,100.0,2.64,1011.0,1011.0
mogzon,ru,50.86234240629784,50.86234240629784,32.43,35.0,100.0,10.58,1010.0,1010.0
apam,gh,5.189760377322386,5.189760377322386,81.46,85.0,86.0,5.17,1009.0,1009.0
kokoda,pg,-8.063461709584473,-8.063461709584473,78.22,94.0,95.0,1.19,1012.0,1012.0
taltal,cl,-25.685088031489144,-25.685088031489144,60.22,84.0,15.0,1.79,1017.0,1017.0
rawson,ar,-49.62498680397539,-49.62498680397539,63.16,52.0,95.0,12.26,1010.0,1010.0
canutama,br,-5.189013931343254,-5.189013931343254,72.01,99.0,99.0,1.79,1010.0,1010.0
oshakati,na,-17.779672255488208,-17.779672255488208,66.2,63.0,36.0,2.3,1014.0,
kon tum,vn,14.571085221907225,14.571085221907225,94.23,30.0,100.0,3.53,1010.0,1010.0
coos bay,us,42.50101053336431,42.50101053336431,45.77,93.0,1.0,3.24,1025.0,
amahai,id,-3.0041015335931434,-3.0041015335931434,85.78,64.0,78.0,8.1,1009.0,1009.0
xining,cn,36.52718438737877,36.52718438737877,58.26,11.0,32.0,24.43,1017.0,1017.0
marica,br,-25.26786715816614,-25.26786715816614,71.51,94.0,90.0,2.3,1015.0,
rongcheng,cn,23.62403077207601,23.62403077207601,75.51,48.0,96.0,7.56,1017.0,1017.0
campina verde,br,-19.542197091638215,-19.542197091638215,61.63,60.0,0.0,2.48,1013.0,1013.0
gazanjyk,tm,40.423460392979564,40.423460392979564,74.14,45.0,86.0,10.38,1015.0,1015.0
nalut,ly,29.52923405184609,29.52923405184609,84.06,15.0,98.0,9.6,1007.0,1007.0
santa isabel,mx,28.16764349404565,28.16764349404565,59.34,100.0,90.0,3.44,1017.0,
san vicente,ph,19.262035171916907,19.262035171916907,44.73,75.0,0.0,3.0,1019.0,1019.0
aswan,eg,24.999934831616457,24.999934831616457,82.92,21.0,0.0,8.52,1012.0,1012.0
nizhniy kuranakh,ru,59.99992859065301,59.99992859065301,27.84,91.0,100.0,8.81,1017.0,1017.0
riyadh,sa,24.938267192537438,24.938267192537438,89.6,18.0,40.0,14.97,1014.0,
mabaruma,gy,9.580897370783532,9.580897370783532,71.13,96.0,71.0,1.43,1011.0,1011.0
naarden,nl,52.33642675930179,52.33642675930179,44.58,57.0,0.0,5.01,1006.0,
passy,fr,45.99588722469281,45.99588722469281,38.41,92.0,100.0,2.57,1007.0,
mbouda,cm,5.703070901922686,5.703070901922686,62.82,91.0,100.0,1.25,1013.0,1013.0
marsaxlokk,mt,34.50329481401046,34.50329481401046,62.37,88.0,0.0,12.66,1007.0,
cooma,au,-36.018013696336794,-36.018013696336794,64.4,34.0,53.0,3.44,1022.0,
nishihara,jp,23.4650793115689,23.4650793115689,77.41,64.0,75.0,12.66,1016.0,
khanewal,pk,30.07960309950927,30.07960309950927,98.6,26.0,52.0,6.91,1010.0,
iwaki,jp,37.130880100389874,37.130880100389874,66.6,48.0,40.0,9.22,1017.0,
bowen,au,-16.76410256958286,-16.76410256958286,75.2,78.0,75.0,11.5,1017.0,
malpe,in,12.666818162500292,12.666818162500292,87.8,66.0,75.0,6.91,1011.0,
newport,us,43.22183296080158,43.22183296080158,41.52,87.0,99.0,16.84,1005.0,
kalemie,cd,-5.855356356887526,-5.855356356887526,75.0,80.0,71.0,5.01,1012.0,1012.0
korla,cn,39.43707952198096,39.43707952198096,73.87,18.0,12.0,16.46,1020.0,1020.0
jasper,ca,53.12467867598926,53.12467867598926,67.26,88.0,20.0,10.36,1010.0,
alpena,us,45.053388247397464,45.053388247397464,42.35,93.0,75.0,5.75,1011.0,
oranjestad,aw,12.371673922654836,12.371673922654836,80.29,78.0,20.0,14.97,1011.0,
drumheller,ca,51.831372950525775,51.831372950525775,37.51,45.0,100.0,3.44,1015.0,1015.0
palma del rio,es,37.982946412359084,37.982946412359084,57.0,94.0,75.0,3.44,1007.0,
ornskoldsvik,se,64.79365300905073,64.79365300905073,35.6,69.0,90.0,5.75,1012.0,
kaoma,zm,-15.713624238238069,-15.713624238238069,67.41,78.0,81.0,4.97,1015.0,1015.0
juneau,us,58.7550531580419,58.7550531580419,32.68,81.0,90.0,5.75,1011.0,
debre sina,et,10.192648559884802,10.192648559884802,57.16,75.0,99.0,4.43,1017.0,1017.0
reading,us,40.60941716198835,40.60941716198835,43.18,87.0,75.0,8.05,1005.0,
dunmore east,ie,52.16318821930446,52.16318821930446,44.76,86.0,82.0,5.01,1010.0,
bobrovskiy,ru,56.593171515295325,56.593171515295325,50.0,50.0,0.0,11.18,1008.0,
jatai,br,-17.7366960677888,-17.7366960677888,60.71,70.0,3.0,3.38,1014.0,1014.0
atar,mr,20.41724778678197,20.41724778678197,74.8,30.0,53.0,7.18,1010.0,1010.0
malino,ru,54.99508824129066,54.99508824129066,93.2,49.0,75.0,4.61,1011.0,
mancio lima,br,-6.598575428062958,-6.598575428062958,68.36,95.0,99.0,2.57,1013.0,1013.0
pervomayskiy,ru,51.90158330661717,51.90158330661717,42.4,59.0,77.0,13.62,1015.0,1015.0
san nicolas,ph,11.320253233860214,11.320253233860214,86.0,70.0,20.0,8.05,1011.0,
